appid,name,release_date,categories,genres,steamspy_tags,positive_ratings,negative_ratings,median_playtime,reclassified_genre,game_type
292400,Unrest,2014-07-23,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,Adventure;Indie;RPG,Adventure;Indie;RPG,115,48,4435,Adventure,Singleplayer
301420,Third Eye Crime,2014-07-23,Single-player;Steam Achievements,Action;Adventure;Indie,Indie;Action;Adventure,31,12,0,Adventure,Singleplayer
303860,Machines At War 3,2014-07-23,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Stats,Action;Indie;Strategy,Strategy;Action;Indie,38,12,0,Action,Multiplayer
274290,Gods Will Be Watching,2014-07-24,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Adventure;Indie,Indie;Pixel Graphics;Point & Click,1630,659,183,Indie,Singleplayer
311060,Battle Mages: Sign of Darkness,2014-07-24,Single-player;Steam Trading Cards,RPG;Strategy,Strategy;RPG,49,16,0,RPG,Singleplayer
311870,Super Trench Attack!,2014-07-24,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,Action;RPG;Indie,992,80,193,RPG,Singleplayer
314120,Frayed Knights: The Skull of S'makh-Daon,2014-07-24,Single-player;Steam Achievements,Indie;RPG,RPG;Indie;Comedy,19,8,0,RPG,Singleplayer
299720,Terrorhedron Tower Defense,2014-07-24,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy,Tower Defense;Indie;Strategy,937,179,374,Strategy,Multiplayer
298260,Only If,2014-07-25,Single-player;Steam Achievements,Adventure;Free to Play;Indie,Free to Play;Adventure;First-Person,3752,2137,19,Adventure,Singleplayer
307190,Nicole,2014-07-25,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Simulation,Visual Novel;Otome;Simulation,71,31,291,Simulation,Singleplayer
308000,Gold Rush! Classic,2014-07-25,Single-player;Steam Trading Cards,Action;Adventure,Adventure;Action;Classic,219,87,287,Adventure,Singleplayer
314510,Fall of the New Age Premium Edition,2014-07-25,Single-player,Adventure;Casual,Adventure;Casual;Point & Click,75,51,0,Adventure,Singleplayer
233980,UnEpic,2014-07-25,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Includes level editor,Action;Indie;RPG,RPG;Indie;Platformer,5899,449,342,RPG,Multiplayer
274900,Murder Miners,2014-07-25,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Includes level editor,Action;Indie,Indie;Action;FPS,4295,818,172,Action,Multiplayer
311480,Vertical Drop Heroes HD,2014-07-25,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Rogue-like,569,123,656,Action,Multiplayer
312210,The Fifth Day,2014-07-25,Single-player;Multi-player,Action;Adventure;Indie;Early Access,Early Access;Survival;Open World,395,474,42,Action,Multiplayer
312350,Commander: The Great War,2014-07-25,Single-player;Multi-player;Cross-Platform Multiplayer,Strategy,Strategy;World War I;Turn-Based Strategy,135,42,44,Strategy,Multiplayer
288160,The Room,2014-07-28,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Puzzle;Mystery;Point & Click,10206,280,211,Adventure,Singleplayer
313980,Proxy Blade Zero,2014-07-28,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Indie;Action;Hack and Slash,114,40,0,Action,Singleplayer
314230,Rodina,2014-07-28,Single-player;Partial Controller Support;Steam Cloud,Action;Indie;Early Access,Early Access;Space;Exploration,1111,76,73,Action,Singleplayer
251150,The Legend of Heroes: Trails in the Sky,2014-07-29,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;RPG;Anime,3413,318,3755,RPG,Singleplayer
296470,Mount Your Friends,2014-07-29,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Indie;Simulation;Sports,Comedy;Funny;Sports,6341,329,166,Sports,Multiplayer
291930,Industry Empire,2014-07-30,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Simulation;Strategy,Simulation;Strategy;Management,70,135,27,Strategy,Singleplayer
313360,The Maker's Eden,2014-07-30,Single-player;Steam Trading Cards,Adventure;Casual,Adventure;Casual;Cyberpunk,82,27,127,Adventure,Singleplayer
288880,Pineview Drive,2014-07-31,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Horror;Adventure;Indie,281,161,0,Adventure,Singleplayer
311680,Flower Shop: Winter In Fairbrook,2014-07-31,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Simulation,Visual Novel;Otome;Casual,61,25,0,Casual,Singleplayer
313650,Time Mysteries 2: The Ancient Spectres,2014-07-31,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual,Hidden Object;Casual;Female Protagonist,242,156,0,Casual,Singleplayer
315610,Spud's Quest,2014-07-31,Single-player,Action;Adventure;Indie,Adventure;Indie;Action,22,6,0,Adventure,Singleplayer
315940,Top Hat,2014-07-31,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Indie;Adventure;Action,39,23,0,Adventure,Singleplayer
246880,Recruits,2014-07-31,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie;Early Access,Early Access;Action;Indie,26,58,1,Action,Multiplayer
247950,Sacred 3,2014-07-31,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;RPG,Hack and Slash;Action;RPG,954,2861,306,RPG,Multiplayer
300610,Pure Pool,2014-07-31,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Simulation;Sports,Simulation;Sports;Casual,129,129,0,Sports,Multiplayer
265790,Residue: Final Cut,2014-08-01,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Platformer,55,30,0,Adventure,Singleplayer
275510,Z Steel Soldiers,2014-08-01,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Strategy,Strategy;RTS;Sci-fi,87,82,457,Strategy,Singleplayer
286140,Eidolon,2014-08-01,Single-player,Adventure;Indie,Exploration;Open World;Survival,207,126,183,Adventure,Singleplayer
292990,NOBUNAGA'S AMBITION: Souzou (Traditional Chinese version),2014-08-01,Single-player;Steam Cloud,Strategy,Strategy;Historical,413,74,0,Strategy,Singleplayer
313140,Blackbay Asylum,2014-08-01,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Horror,242,249,224,Adventure,Singleplayer
314570,The Sun at Night,2014-08-01,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Indie;Adventure,20,21,126,Adventure,Singleplayer
244590,Epigenesis,2014-08-01,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Sports,Action;Sports;Indie,807,418,158,Sports,Multiplayer
307010,Northmark: Hour of the Wolf,2014-08-02,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,RPG;Indie;Adventure,205,39,0,Adventure,Singleplayer
292200,Crazy Plant Shop,2014-08-04,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Casual;Indie;Strategy,178,62,12,Strategy,Singleplayer
314250,Jet Gunner,2014-08-04,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Adventure;Indie,Action;Indie;Adventure,464,137,111,Adventure,Singleplayer
293540,Guns and Robots,2014-08-04,Multi-player;MMO;Steam Achievements,Action;Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Action;Robots,1129,606,62,Action,Multiplayer
293740,Road Not Taken,2014-08-05,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie,Puzzle;Indie;Rogue-like,250,50,0,Indie,Singleplayer
296070,MIND: Path to Thalamus Enhanced Edition,2014-08-05,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud,Adventure;Indie;Strategy,Adventure;Puzzle;Indie,839,397,310,Adventure,Singleplayer
302750,The Counting Kingdom,2014-08-05,Single-player;Steam Trading Cards,Casual;Indie;Strategy,Casual;Strategy;Indie,87,2,43,Strategy,Singleplayer
312990,The Expendabros,2014-08-05,Single-player;Shared/Split Screen;Full controller support,Action;Adventure;Free to Play;Indie,Free to Play;Action;Multiplayer,15084,425,56,Action,Singleplayer
283580,New York Bus Simulator,2014-08-06,Single-player,Simulation,Simulation;Masterpiece;Driving,29,35,0,Simulation,Singleplayer
308040,Back to Bed,2014-08-06,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Casual;Indie,Indie;Puzzle;Casual,1497,342,222,Casual,Singleplayer
312630,OTTTD,2014-08-06,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Strategy,Indie;Strategy;Tower Defense,176,58,0,Strategy,Singleplayer
295550,Royal Quest,2014-08-06,MMO;Steam Achievements;Steam Trading Cards,Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;RPG,833,386,2,RPG,Multiplayer
305260,Battle Islands,2014-08-06,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements,Free to Play;Simulation;Strategy,Strategy;Free to Play;Multiplayer,2565,799,226,Strategy,Multiplayer
288610,Kingdom Tales 2,2014-08-07,Single-player,Casual,Time Management;Resource Management;Strategy,6,4,0,Casual,Singleplayer
314470,Heroes of a Broken Land,2014-08-07,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG,RPG;Indie;Dungeon Crawler,122,22,0,RPG,Singleplayer
314760,Direct Hit: Missile War,2014-08-07,Single-player;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Indie,9,12,0,Strategy,Singleplayer
45760,Ultra Street Fighter® IV,2014-08-07,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Fighting;Arcade;Competitive,8247,1141,1056,Action,Multiplayer
268650,From the Depths,2014-08-07,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Captions available;Steam Workshop;Steam Leaderboards;Includes level editor,Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Sandbox;Building,3965,525,491,Action,Multiplayer
298520,Orbital Gear,2014-08-07,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Indie;Simulation,Action;Indie;Mechs,1488,298,87,Action,Multiplayer
298480,Victory At Sea,2014-08-08,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Action;Simulation;Strategy,Strategy;Naval;World War II,317,106,0,Strategy,Singleplayer
301680,Psichodelya,2014-08-08,Single-player;Shared/Split Screen;Steam Trading Cards,Action;Indie,Action;Indie;Shoot 'Em Up,34,57,245,Action,Singleplayer
305920,Another Perspective,2014-08-08,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie,Indie;Adventure;Platformer,252,37,0,Adventure,Singleplayer
306620,Frontline : Road to Moscow,2014-08-08,Single-player,Strategy,Strategy;World War II;Wargame,27,27,0,Strategy,Singleplayer
311100,Echelon: Wind Warriors,2014-08-08,Single-player;Steam Trading Cards,Action;Simulation,Simulation;Action,42,12,0,Action,Singleplayer
314320,GamersGoMakers,2014-08-08,Single-player,Casual;Indie;Simulation;Strategy,Simulation;Indie;Strategy,302,79,0,Strategy,Singleplayer
317380,War on Folvos,2014-08-08,Single-player;Steam Cloud,Indie;Strategy,Strategy;Indie;Turn-Based Strategy,47,23,0,Strategy,Singleplayer
263960,Wyv and Keep: The Temple of the Lost Idol,2014-08-08,Single-player;Multi-player;Co-op;Shared/Split Screen;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Indie;Adventure,60,14,0,Adventure,Multiplayer
307980,Cricket Captain 2014,2014-08-08,Single-player;Multi-player;Co-op,Sports,Sports;Simulation;Management,33,18,0,Sports,Multiplayer
264260,Global Outbreak: Doomsday Edition,2014-08-11,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Violent;Action;Indie;Strategy,Strategy;Action;Indie,42,18,0,Action,Singleplayer
270170,Depression Quest,2014-08-11,Single-player;Full controller support,Free to Play;Indie;RPG;Simulation,Short;Indie;Free to Play,2210,1590,18,Indie,Singleplayer
316020,Hangeki,2014-08-11,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Indie;Action;Shoot 'Em Up,31,4,0,Action,Singleplayer
290810,Colossal Kaiju Combat™: Kaijuland Battles,2014-08-11,Single-player;Multi-player;Full controller support,Early Access,Early Access;Fighting;Multiplayer,40,59,0,Uncategorized,Multiplayer
303510,Dungeons: The Eye of Draconus,2014-08-11,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie,Indie;Action;Adventure,81,91,0,Adventure,Multiplayer
303870,Blinding Dark,2014-08-12,Single-player,Action;Adventure,Action;Adventure;Horror,20,35,0,Adventure,Singleplayer
249230,Risen 3 - Titan Lords,2014-08-13,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,RPG,RPG;Open World;Gothic,2756,1144,589,RPG,Singleplayer
314200,Bionic Heart,2014-08-13,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie,Adventure;Visual Novel;Indie,80,27,55,Adventure,Singleplayer
317470,Cubic Castles,2014-08-13,MMO,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer,Free to Play;Building;Multiplayer,2981,1176,161,Action,Multiplayer
314020,Morphopolis,2014-08-14,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Puzzle;Hidden Object;Casual,3846,749,180,Casual,Singleplayer
304170,Kick-Ass 2,2014-08-15,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,Action;Superhero;Comedy,34,154,0,Action,Singleplayer
305980,Heavy Fire: Afghanistan,2014-08-15,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Action;On-Rails Shooter;First-Person,154,136,96,Action,Singleplayer
307340,Platypus,2014-08-15,Single-player;Shared/Split Screen;Steam Trading Cards,Action,Action;Shoot 'Em Up;Local Co-Op,280,28,267,Action,Singleplayer
307350,Nux,2014-08-15,Single-player;Steam Trading Cards,Action,Action;Platformer;Shoot 'Em Up,176,273,192,Action,Singleplayer
312510,Mega Coin Squad,2014-08-15,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Indie,Indie;Action;Local Multiplayer,64,12,0,Action,Singleplayer
314360,Aritana and the Harpy's Feather,2014-08-15,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Platformer,85,9,0,Adventure,Singleplayer
315920,Stonerid,2014-08-15,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Platformer,118,55,0,Action,Singleplayer
319180,Platypus II,2014-08-15,Single-player;Shared/Split Screen;Steam Trading Cards,Action,Action;Shoot 'Em Up,319,203,221,Action,Singleplayer
300040,Divine Souls F2P MMO,2014-08-15,Single-player;Multi-player;MMO;Co-op;Steam Trading Cards;Partial Controller Support,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Strategy,Free to Play;MMORPG;Action,441,454,120,Action,Multiplayer
310390,Advanced Tactics Gold,2014-08-15,Single-player;Multi-player;Includes level editor,Simulation;Strategy,Strategy;Simulation;Hex Grid,72,11,0,Simulation,Multiplayer
260550,Haunted,2014-08-18,Single-player;Steam Trading Cards,Adventure;Casual,Adventure;Casual;Point & Click,59,20,753,Adventure,Singleplayer
272600,Detective Grimoire,2014-08-18,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Detective;Indie,1123,62,0,Adventure,Singleplayer
313340,Mountain,2014-08-18,Single-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Cloud,Casual;Indie;RPG;Simulation,Simulation;Indie;Casual,10936,1516,584,Simulation,Singleplayer
315850,Amazing Princess Sarah,2014-08-18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Casual;Indie,Indie;Platformer;Action,129,66,0,Action,Singleplayer
289520,King's Bounty: Dark Side,2014-08-19,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,RPG;Strategy,RPG;Strategy;Turn-Based Strategy,628,279,518,RPG,Singleplayer
297410,Trace Vector,2014-08-19,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Action;Adventure,37,7,0,Adventure,Singleplayer
307050,Shan Gui (山桂),2014-08-19,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Visual Novel;Anime;Indie,1635,630,337,Indie,Singleplayer
319510,Five Nights at Freddy's,2014-08-19,Single-player,Indie;Simulation,Horror;Singleplayer;Survival Horror,15784,2179,615,Indie,Singleplayer
269730,The Golf Club,2014-08-19,Single-player;Multi-player;Partial Controller Support;Includes level editor,Simulation;Sports,Sports;Golf;Simulation,638,375,0,Sports,Multiplayer
